FBID,gene_name,gene_type,position,sex_fixed_effect_pvalue,sex_fdr,sex_by_line_pvalue,sex_by_line_fdr,sex_by_line_variance_component,between_line_variance_component,between_line_pvalue,between_line_fdr,within_line_variance_component
FBgn0036436,CG4914,protein_coding,3L:14667638..14671247,2.43E-11,3.34E-11,5.37E-01,7.53E-01,0.0000,0.0646,1.50E-02,3.63E-02,0.8774
FBgn0036437,CG5048,protein_coding,3L:14677868..14678942,0.00E+00,0.00E+00,5.54E-06,1.47E-04,0.0057,0.0007,8.33E-05,3.78E-04,0.0156
FBgn0036438,CG13477,protein_coding,3L:14684447..14685062,0.00E+00,0.00E+00,6.61E-06,1.73E-04,0.0039,0.0000,3.22E-02,6.76E-02,0.0123
FBgn0036439,CG13474,protein_coding,3L:14689651..14690205,2.84E-27,4.67E-27,3.05E-01,5.74E-01,0.0047,0.0000,7.41E-01,7.77E-01,0.8387
FBgn0036440,CG17177,protein_coding,3L:14690413..14694778,7.07E-48,1.36E-47,5.01E-61,1.82E-57,0.4578,0.0000,1.10E-14,1.58E-13,0.1372
FBgn0036441,CG13476,protein_coding,3L:14698564..14699257,0.00E+00,0.00E+00,1.46E-03,1.60E-02,0.0036,0.0000,3.27E-02,6.86E-02,0.0164
FBgn0036442,CG13473,protein_coding,3L:14721860..14722443,2.27E-240,1.77E-239,7.11E-01,8.57E-01,0.0000,0.0005,4.44E-01,5.20E-01,0.0996
FBgn0036443,CG13471,protein_coding,3L:14725689..14726617,2.95E-193,1.49E-192,2.18E-04,3.36E-03,0.0302,0.0000,2.61E-02,5.71E-02,0.1151
FBgn0036446,CG9384,protein_coding,3L:14755128..14760803,2.34E-64,5.03E-64,7.76E-02,2.69E-01,0.0461,0.0892,3.99E-08,3.04E-07,0.4608
FBgn0036447,CG17173,protein_coding,3L:14760803..14762383,6.16E-52,1.22E-51,3.11E-02,1.50E-01,0.0399,0.0000,8.01E-01,8.28E-01,0.6473
FBgn0036448,mop,protein_coding,3L:14762441..14769229,3.09E-188,1.50E-187,1.70E-01,4.22E-01,0.0091,0.0157,1.59E-04,6.82E-04,0.1372
FBgn0036449,bmm,protein_coding,3L:14769596..14779512,7.68E-05,9.30E-05,6.85E-01,8.42E-01,0.0000,0.2225,6.00E-12,6.87E-11,0.7636
FBgn0036450,CG13472,protein_coding,3L:14779891..14782765,1.10E-214,6.75E-214,1.24E-01,3.52E-01,0.0062,0.0316,6.54E-19,1.30E-17,0.0753
FBgn0036451,CG9425,protein_coding,3L:14783035..14794189,6.23E-148,2.26E-147,5.41E-01,7.56E-01,0.0000,0.0274,6.57E-04,2.44E-03,0.2387
FBgn0036454,CG17839,protein_coding,3L:14798352..14875324,1.73E-159,6.79E-159,9.78E-06,2.42E-04,0.0417,0.0359,2.99E-14,4.20E-13,0.1203
FBgn0036459,CG3349,protein_coding,3L:14972720..14975532,3.59E-12,4.99E-12,3.16E-01,5.84E-01,0.0144,0.4031,1.04E-35,5.55E-34,0.5412
FBgn0036460,CG5114,protein_coding,3L:14975918..14978139,2.52E-258,2.41E-257,3.89E-02,1.74E-01,0.0075,0.0033,4.51E-03,1.31E-02,0.0591
FBgn0036461,CG10006,protein_coding,3L:14985389..14990917,6.88E-114,1.99E-113,1.33E-01,3.66E-01,0.0221,0.0611,5.63E-09,4.72E-08,0.2803
FBgn0036462,mRpL39,protein_coding,3L:14991081..14992766,4.80E-263,4.84E-262,2.98E-03,2.78E-02,0.0108,0.0014,6.45E-03,1.77E-02,0.0517
FBgn0036463,Reck,protein_coding,3L:14994338..15007162,1.50E-25,2.43E-25,7.01E-01,8.51E-01,0.0000,0.1260,2.86E-06,1.69E-05,0.7340
FBgn0036465,Rpn12R,protein_coding,3L:15034731..15035670,8.47E-290,1.15E-288,6.67E-02,2.45E-01,0.0047,0.0006,7.48E-02,1.32E-01,0.0441
FBgn0036466,CG18581,protein_coding,3L:15042650..15043309,1.49E-01,1.60E-01,1.38E-01,3.73E-01,0.0447,0.0000,4.21E-01,4.99E-01,0.9539
FBgn0036467,CG12310,protein_coding,3L:15043363..15043906,4.37E-46,8.35E-46,7.61E-02,2.65E-01,0.0365,0.0000,6.27E-01,6.80E-01,0.6875
FBgn0036468,CG13461,protein_coding,3L:15045031..15045590,1.86E-05,2.29E-05,1.29E-01,3.59E-01,0.0671,0.0222,7.28E-02,1.29E-01,0.8857
FBgn0036469,CG18649,protein_coding,3L:15046668..15047235,2.34E-69,5.18E-69,5.83E-02,2.24E-01,0.0591,0.0000,1.22E-01,1.93E-01,0.5223
FBgn0036470,CG13463,protein_coding,3L:15047877..15048665,3.58E-29,5.98E-29,7.39E-01,8.71E-01,0.0000,0.0526,2.13E-02,4.84E-02,0.7798
FBgn0036471,CG13460,protein_coding,3L:15054129..15054805,2.74E-77,6.41E-77,3.39E-01,6.04E-01,0.0000,0.0000,7.83E-01,8.12E-01,0.5667
FBgn0036474,Or71a,protein_coding,3L:15070007..15071547,1.77E-66,3.86E-66,9.50E-01,9.76E-01,0.0000,0.0804,2.29E-05,1.17E-04,0.5400
FBgn0036476,CG6945,protein_coding,3L:15083923..15087819,1.58E-103,4.28E-103,1.57E-01,4.03E-01,0.0175,0.0000,5.38E-01,6.03E-01,0.4144
FBgn0036479,CG13458,protein_coding,3L:15106344..15109473,1.37E-205,7.77E-205,5.88E-04,7.63E-03,0.0197,0.0190,3.91E-11,4.16E-10,0.0797
FBgn0036480,Cep135,protein_coding,3L:15109837..15121129,9.69E-49,1.88E-48,1.49E-05,3.43E-04,0.1645,0.0185,2.70E-04,1.10E-03,0.4827
FBgn0036481,CG16959,protein_coding,3L:15112978..15118421,8.27E-34,1.44E-33,3.90E-01,6.46E-01,0.0289,0.0000,2.14E-01,2.99E-01,0.7697
FBgn0036482,CG13457,protein_coding,3L:15121040..15124478,0.00E+00,0.00E+00,1.68E-05,3.82E-04,0.0056,0.0000,2.60E-02,5.68E-02,0.0181
FBgn0036483,CG12316,protein_coding,3L:15124608..15130034,6.82E-277,7.94E-276,5.99E-04,7.74E-03,0.0084,0.0000,4.23E-01,5.01E-01,0.0475
FBgn0036484,Pex3,protein_coding,3L:15137455..15139479,1.20E-16,1.76E-16,8.86E-03,6.24E-02,0.1172,0.1239,1.90E-08,1.50E-07,0.6603
FBgn0036485,FucTA,protein_coding,3L:15140237..15147495,7.81E-256,7.22E-255,4.15E-14,4.82E-12,0.0185,0.0137,3.20E-25,9.58E-24,0.0244
FBgn0036486,Msh6,protein_coding,3L:15147333..15151662,0.00E+00,0.00E+00,2.02E-03,2.05E-02,0.0048,0.0000,1.58E-01,2.36E-01,0.0264
FBgn0036487,Prp31,protein_coding,3L:15152200..15154238,1.76E-167,7.34E-167,3.06E-01,5.75E-01,0.0122,0.0000,1.46E-01,2.23E-01,0.2057
FBgn0036488,CG6878,protein_coding,3L:15154917..15155570,1.09E-87,2.70E-87,1.02E-01,3.15E-01,0.0379,0.0160,3.06E-02,6.49E-02,0.4335
FBgn0036489,CG7011,protein_coding,3L:15153976..15156728,1.39E-02,1.57E-02,7.28E-01,8.66E-01,0.0000,0.0000,6.69E-01,7.14E-01,0.9932
FBgn0036490,CG6888,protein_coding,3L:15200944..15201686,1.75E-247,1.47E-246,4.58E-04,6.19E-03,0.0157,0.0001,1.27E-02,3.14E-02,0.0603
FBgn0036491,Best4,protein_coding,3L:15292058..15294042,2.64E-117,7.82E-117,8.22E-01,9.16E-01,0.0000,0.0024,3.77E-01,4.60E-01,0.3898
FBgn0036492,Best3,protein_coding,3L:15294015..15295885,3.07E-139,1.05E-138,1.38E-02,8.64E-02,0.0335,0.0000,2.26E-01,3.11E-01,0.2507
FBgn0036493,CG7255,protein_coding,3L:15297317..15304305,2.77E-147,9.99E-147,2.38E-02,1.25E-01,0.0344,0.0000,4.44E-02,8.76E-02,0.2229
FBgn0036494,Toll-6,protein_coding,3L:15329792..15337417,2.75E-149,1.01E-148,4.37E-01,6.83E-01,0.0000,0.0000,3.73E-01,4.56E-01,0.2725
FBgn0036495,CG33259,protein_coding,3L:15400932..15401367,1.98E-94,5.09E-94,4.78E-04,6.43E-03,0.0778,0.0349,4.11E-06,2.37E-05,0.3132
FBgn0036496,CG7804,protein_coding,3L:15465297..15467210,0.00E+00,0.00E+00,1.33E-02,8.40E-02,0.0025,0.0000,1.82E-01,2.63E-01,0.0179
FBgn0036497,ran-like,protein_coding,3L:15477496..15478502,0.00E+00,9.35E-308,2.27E-10,1.60E-08,0.0116,0.0000,2.68E-04,1.09E-03,0.0205
FBgn0036498,CG13455,protein_coding,3L:15489674..15491155,0.00E+00,0.00E+00,9.40E-02,3.01E-01,0.0025,0.0008,4.67E-02,9.14E-02,0.0289
FBgn0036499,CG7276,protein_coding,3L:15491302..15491921,2.83E-233,2.06E-232,1.66E-01,4.17E-01,0.0057,0.0000,3.13E-01,3.99E-01,0.0959
FBgn0036500,CG7275,protein_coding,3L:15492059..15493661,1.74E-203,9.68E-203,8.24E-02,2.79E-01,0.0122,0.0027,5.94E-02,1.10E-01,0.1238
FBgn0036501,CG7272,protein_coding,3L:15494038..15496869,4.66E-78,1.09E-77,4.87E-01,7.18E-01,0.0010,0.0860,4.71E-07,3.14E-06,0.4520
FBgn0036502,CG7841,protein_coding,3L:15498288..15501352,1.67E-200,9.09E-200,6.36E-02,2.37E-01,0.0136,0.0041,2.66E-02,5.80E-02,0.1244
FBgn0036503,CG13454,protein_coding,3L:15509633..15510156,4.48E-04,5.32E-04,9.26E-01,9.65E-01,0.0000,0.0000,5.43E-01,6.07E-01,0.9848
FBgn0036504,yellow-k,protein_coding,3L:15513720..15514753,4.76E-29,7.95E-29,2.49E-01,5.21E-01,0.0158,0.0000,6.41E-01,6.92E-01,0.8151
FBgn0036505,CG7945,protein_coding,3L:15514811..15517237,5.71E-36,1.01E-35,7.99E-01,9.03E-01,0.0000,0.0634,5.74E-03,1.60E-02,0.7284
FBgn0036509,CG7739,protein_coding,3L:15553826..15556165,1.41E-49,2.75E-49,3.64E-01,6.24E-01,0.0116,0.0153,1.58E-01,2.37E-01,0.6794
FBgn0036510,CG7427,protein_coding,3L:15556527..15558659,1.36E-70,3.04E-70,5.91E-02,2.25E-01,0.0515,0.0439,3.58E-04,1.41E-03,0.4689
FBgn0036511,CG6498,protein_coding,3L:15559113..15569413,4.31E-05,5.26E-05,3.44E-01,6.08E-01,0.0228,0.1040,1.90E-04,8.01E-04,0.8538
FBgn0036512,CG16979,protein_coding,3L:15569670..15571774,3.09E-275,3.52E-274,7.50E-02,2.62E-01,0.0053,0.0010,6.74E-02,1.22E-01,0.0528
FBgn0036514,CG12301,protein_coding,3L:15573900..15576473,0.00E+00,0.00E+00,1.79E-01,4.35E-01,0.0014,0.0013,1.21E-02,3.03E-02,0.0215
FBgn0036515,CG12304,protein_coding,3L:15576738..15578447,3.10E-176,1.38E-175,5.32E-01,7.50E-01,0.0000,0.0000,1.30E-01,2.04E-01,0.2004
FBgn0036516,CG7656,protein_coding,3L:15578531..15581275,7.11E-125,2.20E-124,5.31E-01,7.49E-01,0.0000,0.0000,1.52E-01,2.29E-01,0.3499
FBgn0036518,RhoGAP71E,protein_coding,3L:15581960..15602225,1.83E-171,7.85E-171,2.02E-02,1.13E-01,0.0262,0.0000,5.66E-02,1.06E-01,0.1699
FBgn0036519,CG7650,protein_coding,3L:15601807..15603486,3.89E-196,2.02E-195,8.23E-01,9.16E-01,0.0000,0.0080,5.81E-02,1.08E-01,0.1556
FBgn0036520,CG13449,protein_coding,3L:15603727..15605928,1.67E-187,8.11E-187,2.45E-02,1.27E-01,0.0167,0.0000,2.67E-01,3.53E-01,0.1501
FBgn0036522,CG7372,protein_coding,3L:15613001..15617230,0.00E+00,0.00E+00,1.59E-01,4.06E-01,0.0017,0.0025,3.30E-04,1.32E-03,0.0236
FBgn0036527,CG7304,protein_coding,3L:15672820..15674570,6.35E-141,2.19E-140,2.84E-05,6.03E-04,0.0633,0.0000,5.81E-03,1.62E-02,0.1948
FBgn0036528,CG7579,protein_coding,3L:15674733..15676545,7.03E-207,4.03E-206,1.43E-02,8.83E-02,0.0170,0.0041,7.31E-03,1.97E-02,0.1067
FBgn0036529,pgant8,protein_coding,3L:15676972..15679698,1.38E-77,3.22E-77,2.68E-01,5.39E-01,0.0215,0.0319,1.12E-02,2.84E-02,0.4885
FBgn0036531,CG6244,protein_coding,3L:15801422..15801983,6.85E-03,7.82E-03,3.47E-01,6.11E-01,0.0000,0.0000,4.71E-01,5.44E-01,0.9915
FBgn0036532,CG13445,protein_coding,3L:15802585..15803077,9.98E-01,9.99E-01,7.38E-01,8.70E-01,0.0000,0.0000,9.95E-01,9.95E-01,1.0014
FBgn0036534,Dcp2,protein_coding,3L:15811626..15819523,2.35E-126,7.34E-126,1.63E-01,4.13E-01,0.0192,0.0237,1.72E-03,5.67E-03,0.2833
FBgn0036536,CG12713,protein_coding,3L:15825564..15827047,6.72E-211,4.00E-210,2.95E-03,2.76E-02,0.0191,0.0000,1.05E-01,1.72E-01,0.1035
FBgn0036537,CG18081,protein_coding,3L:15826895..15828488,1.88E-148,6.83E-148,6.04E-02,2.29E-01,0.0237,0.0091,1.75E-02,4.12E-02,0.2228
FBgn0036538,CG15715,protein_coding,3L:15828779..15830582,1.63E-71,3.65E-71,6.92E-01,8.46E-01,0.0000,0.0641,3.00E-04,1.21E-03,0.5179
FBgn0036544,sff,protein_coding,3L:15893256..15918011,9.09E-200,4.90E-199,2.45E-03,2.38E-02,0.0236,0.0015,1.47E-02,3.57E-02,0.1114
FBgn0036545,GXIVsPLA2,protein_coding,3L:15948196..15949565,6.92E-35,1.21E-34,1.89E-04,2.99E-03,0.1432,0.1001,2.06E-09,1.82E-08,0.5184
FBgn0036546,elgi,protein_coding,3L:15949650..15951533,9.58E-120,2.88E-119,1.50E-01,3.92E-01,0.0179,0.0000,4.36E-01,5.13E-01,0.3468
FBgn0036547,CG17032,protein_coding,3L:15951943..15953709,2.20E-136,7.33E-136,4.39E-01,6.85E-01,0.0030,0.0416,4.55E-06,2.61E-05,0.2510
FBgn0036549,CG10516,protein_coding,3L:15961304..15963002,1.45E-25,2.35E-25,7.97E-01,9.02E-01,0.0000,0.2545,7.06E-18,1.29E-16,0.6288
FBgn0036550,CG17026,protein_coding,3L:15968468..15969528,1.18E-66,2.57E-66,8.67E-02,2.87E-01,0.0459,0.0560,7.87E-05,3.59E-04,0.4853
FBgn0036551,CG17029,protein_coding,3L:15969970..15971535,1.76E-35,3.09E-35,3.92E-01,6.47E-01,0.0000,0.2414,1.19E-18,2.32E-17,0.5778
FBgn0036552,CG17028,protein_coding,3L:15971624..15973104,1.06E-05,1.31E-05,1.01E-01,3.14E-01,0.0766,0.0352,2.36E-02,5.27E-02,0.8616
FBgn0036553,CG17027,protein_coding,3L:15973200..15974988,8.63E-63,1.84E-62,1.22E-01,3.49E-01,0.0386,0.0901,1.11E-07,8.08E-07,0.4794
FBgn0036556,CG5830,protein_coding,3L:15985753..15997836,2.87E-137,9.63E-137,3.69E-01,6.27E-01,0.0059,0.0398,5.14E-06,2.91E-05,0.2456
FBgn0036557,mRpS31,protein_coding,3L:15998293..15999699,1.89E-163,7.63E-163,1.01E-03,1.17E-02,0.0372,0.0084,5.92E-04,2.22E-03,0.1569
FBgn0036560,CG5895,protein_coding,3L:16028585..16030327,4.07E-136,1.36E-135,1.72E-02,1.01E-01,0.0332,0.0331,5.70E-07,3.76E-06,0.2122
FBgn0036563,CG13075,protein_coding,3L:16077093..16078364,1.85E-29,3.10E-29,6.95E-01,8.48E-01,0.0000,0.1270,1.51E-06,9.32E-06,0.7072
FBgn0036565,CG5235,protein_coding,3L:16080727..16083492,0.00E+00,0.00E+00,1.05E-02,7.10E-02,0.0043,0.0000,1.58E-02,3.78E-02,0.0223
FBgn0036566,ClC-c,protein_coding,3L:16083554..16089251,3.60E-160,1.42E-159,4.67E-02,1.95E-01,0.0216,0.0160,4.65E-04,1.78E-03,0.1819
FBgn0036567,CG13074,protein_coding,3L:16088868..16090593,1.23E-38,2.22E-38,5.99E-01,7.92E-01,0.0000,0.0000,6.37E-01,6.89E-01,0.7793
FBgn0036568,CG5389,protein_coding,3L:16090934..16093188,3.09E-243,2.48E-242,1.23E-02,7.95E-02,0.0093,0.0000,2.29E-01,3.14E-01,0.0761
FBgn0036569,CG5414,protein_coding,3L:16093380..16096582,2.99E-198,1.58E-197,1.37E-03,1.51E-02,0.0221,0.0000,1.87E-01,2.69E-01,0.1197
FBgn0036570,IntS9,protein_coding,3L:16096532..16098727,2.14E-165,8.77E-165,7.11E-02,2.54E-01,0.0036,0.0000,9.61E-01,9.65E-01,0.2259
FBgn0036571,CG12272,protein_coding,3L:16115102..16119152,3.02E-77,7.04E-77,5.44E-01,7.57E-01,0.0000,0.1034,4.38E-09,3.75E-08,0.4417
FBgn0036574,CG16838,protein_coding,3L:16125128..16129791,0.00E+00,0.00E+00,1.21E-01,3.48E-01,0.0013,0.0006,3.33E-02,6.95E-02,0.0158
FBgn0036575,CG5157,protein_coding,3L:16129587..16130979,2.00E-01,2.13E-01,3.69E-01,6.27E-01,0.0097,0.0304,1.11E-01,1.79E-01,0.9593
FBgn0036577,CG13073,protein_coding,3L:16206151..16210403,1.50E-40,2.74E-40,7.27E-01,8.65E-01,0.0000,0.0539,1.27E-02,3.14E-02,0.7081
FBgn0036579,CG5027,protein_coding,3L:16222200..16224239,2.78E-82,6.67E-82,1.22E-02,7.88E-02,0.0598,0.0583,5.75E-07,3.80E-06,0.3739
FBgn0036580,PDCD-5,protein_coding,3L:16224181..16225138,1.60E-47,3.08E-47,5.82E-01,7.82E-01,0.0000,0.0284,1.00E-01,1.67E-01,0.6918
FBgn0036581,MED10,protein_coding,3L:16225184..16225877,1.20E-38,2.17E-38,6.81E-01,8.39E-01,0.0000,0.0961,5.89E-05,2.76E-04,0.6767
FBgn0036583,CG13055,protein_coding,3L:16242660..16245455,9.19E-176,4.07E-175,9.45E-01,9.74E-01,0.0000,0.0078,1.18E-01,1.88E-01,0.2043
FBgn0036584,CG13054,protein_coding,3L:16248952..16250291,3.26E-19,4.95E-19,6.73E-01,8.35E-01,0.0000,0.0000,6.41E-01,6.92E-01,0.8953
FBgn0036585,CG13071,protein_coding,3L:16255840..16256347,1.15E-18,1.73E-18,7.10E-01,8.57E-01,0.0000,0.0000,8.53E-01,8.72E-01,0.9000
FBgn0036586,CG13070,protein_coding,3L:16256443..16257251,3.96E-01,4.13E-01,6.36E-01,8.14E-01,0.0000,0.0111,3.66E-01,4.49E-01,0.9891
FBgn0036587,CG4950,protein_coding,3L:16258897..16261256,3.15E-36,5.57E-36,7.16E-01,8.60E-01,0.0000,0.2400,1.65E-18,3.16E-17,0.5753
FBgn0036588,CG13068,protein_coding,3L:16262492..16263011,9.78E-02,1.06E-01,7.16E-01,8.60E-01,0.0000,0.0684,1.46E-02,3.53E-02,0.9297
FBgn0036589,CG13067,protein_coding,3L:16264382..16265018,4.34E-28,7.18E-28,5.96E-01,7.90E-01,0.0000,0.1992,1.39E-12,1.68E-11,0.6541
FBgn0036590,CG13065,protein_coding,3L:16270535..16271280,8.40E-05,1.02E-04,1.12E-01,3.31E-01,0.0686,0.0000,2.56E-01,3.43E-01,0.9106
FBgn0036591,CG13050,protein_coding,3L:16271558..16272371,2.40E-24,3.84E-24,6.12E-01,8.00E-01,0.0000,0.0000,2.62E-01,3.49E-01,0.8611
FBgn0036592,CG13049,protein_coding,3L:16274229..16275030,1.46E-14,2.10E-14,2.62E-01,5.34E-01,0.0384,0.0000,3.06E-01,3.92E-01,0.8799
FBgn0036593,CG13048,protein_coding,3L:16275909..16277021,8.89E-06,1.10E-05,4.21E-01,6.70E-01,0.0109,0.0454,5.48E-02,1.04E-01,0.9187
FBgn0036594,CG13047,protein_coding,3L:16277780..16278496,7.01E-85,1.71E-84,1.89E-01,4.47E-01,0.0270,0.0272,1.11E-02,2.80E-02,0.4492
FBgn0036595,CG13046,protein_coding,3L:16280680..16281522,1.16E-01,1.25E-01,5.20E-01,7.43E-01,0.0000,0.0000,5.41E-01,6.05E-01,0.9980
FBgn0036596,CG13045,protein_coding,3L:16282812..16284050,1.73E-02,1.95E-02,6.93E-01,8.47E-01,0.0000,0.0000,8.78E-01,8.93E-01,0.9937
FBgn0036597,CG4962,protein_coding,3L:16287811..16288647,2.19E-32,3.77E-32,3.73E-01,6.31E-01,0.0134,0.1661,1.33E-10,1.34E-09,0.6340
FBgn0036598,CG4982,protein_coding,3L:16294553..16295127,1.31E-63,2.81E-63,6.91E-01,8.46E-01,0.0000,0.0000,8.11E-01,8.35E-01,0.6463
FBgn0036599,CG13044,protein_coding,3L:16295590..16296278,6.97E-78,1.63E-77,5.05E-01,7.32E-01,0.0000,0.0299,3.98E-02,8.01E-02,0.5194
FBgn0036600,CG13043,protein_coding,3L:16298325..16298970,3.23E-39,5.86E-39,6.77E-01,8.37E-01,0.0000,0.0537,1.32E-02,3.26E-02,0.7157
FBgn0036601,CG13063,protein_coding,3L:16299700..16300305,1.41E-05,1.74E-05,1.75E-01,4.30E-01,0.0538,0.0000,3.37E-01,4.22E-01,0.9208
FBgn0036602,CG13042,protein_coding,3L:16300946..16301580,9.76E-35,1.71E-34,3.95E-02,1.75E-01,0.0878,0.0000,1.06E-01,1.73E-01,0.6948
FBgn0036603,CG13062,protein_coding,3L:16307385..16308249,2.14E-15,3.10E-15,4.00E-01,6.55E-01,0.0121,0.0862,9.79E-04,3.48E-03,0.8176
FBgn0036605,CG13041,protein_coding,3L:16312054..16312626,4.29E-15,6.20E-15,3.49E-01,6.12E-01,0.0203,0.0749,2.56E-03,8.02E-03,0.8215
FBgn0036606,CG13060,protein_coding,3L:16312956..16313554,4.91E-45,9.30E-45,1.81E-01,4.37E-01,0.0416,0.0216,5.91E-02,1.10E-01,0.6597
FBgn0036607,CG13059,protein_coding,3L:16316772..16317408,7.61E-05,9.22E-05,2.68E-01,5.40E-01,0.0386,0.0000,3.57E-01,4.41E-01,0.9402
FBgn0036608,CG13040,protein_coding,3L:16318183..16319857,3.90E-43,7.29E-43,6.61E-01,8.29E-01,0.0000,0.0000,5.27E-01,5.93E-01,0.7536
FBgn0036609,CG13039,protein_coding,3L:16319157..16319862,2.55E-117,7.55E-117,1.63E-02,9.72E-02,0.0450,0.0194,9.52E-04,3.40E-03,0.2837
FBgn0036610,CG13058,protein_coding,3L:16321941..16322634,1.19E-01,1.29E-01,6.16E-01,8.02E-01,0.0000,0.0000,8.69E-01,8.85E-01,0.9981
FBgn0036612,CG4998,protein_coding,3L:16332103..16338341,2.06E-20,3.16E-20,3.47E-03,3.12E-02,0.1383,0.0411,7.38E-04,2.72E-03,0.6874
FBgn0036614,CG4925,protein_coding,3L:16341847..16345051,1.21E-102,3.26E-102,2.94E-01,5.63E-01,0.0000,0.0000,3.41E-01,4.25E-01,0.4362
FBgn0036615,CG4933,protein_coding,3L:16345091..16346386,6.75E-183,3.16E-182,8.80E-01,9.44E-01,0.0000,0.0039,2.49E-01,3.35E-01,0.1912
FBgn0036616,CG4893,protein_coding,3L:16347846..16352528,1.44E-64,3.11E-64,7.10E-02,2.54E-01,0.0528,0.0301,3.99E-03,1.18E-02,0.5185
FBgn0036617,Cpr72Ea,protein_coding,3L:16355703..16356850,7.76E-04,9.14E-04,6.68E-01,8.33E-01,0.0000,0.0000,1.76E-01,2.56E-01,0.9861
FBgn0036618,Cpr72Eb,protein_coding,3L:16357999..16358807,4.25E-01,4.43E-01,2.61E-01,5.33E-01,0.0000,0.0000,8.46E-01,8.65E-01,1.0005
FBgn0036619,Cpr72Ec,protein_coding,3L:16358994..16360440,4.04E-33,7.00E-33,3.92E-03,3.40E-02,0.0952,0.2397,2.49E-23,6.61E-22,0.4724
FBgn0036620,CG4842,protein_coding,3L:16361489..16362618,1.61E-34,2.82E-34,5.97E-09,3.18E-07,0.2117,0.1289,1.80E-15,2.77E-14,0.4122
FBgn0036621,roq,protein_coding,3L:16364038..16371750,2.14E-224,1.44E-223,2.64E-01,5.36E-01,0.0043,0.0068,9.14E-03,2.39E-02,0.0986
FBgn0036622,CG4753,protein_coding,3L:16372074..16374670,4.41E-110,1.25E-109,7.75E-01,8.90E-01,0.0000,0.1042,3.16E-15,4.76E-14,0.2934
FBgn0036623,CG4729,protein_coding,3L:16374872..16379057,6.96E-05,8.44E-05,3.88E-01,6.44E-01,0.0164,0.1605,1.26E-07,9.11E-07,0.8061
FBgn0036624,RAF2,protein_coding,3L:16379427..16383916,0.00E+00,0.00E+00,6.92E-01,8.46E-01,0.0000,0.0000,1.74E-01,2.54E-01,0.0278
FBgn0036626,CG13036,protein_coding,3L:16384052..16384905,5.35E-24,8.52E-24,4.23E-01,6.73E-01,0.0134,0.0595,8.63E-03,2.27E-02,0.7857
FBgn0036627,Grp,protein_coding,3L:16387729..16389442,3.63E-106,1.00E-105,6.50E-01,8.22E-01,0.0000,0.0685,1.62E-07,1.15E-06,0.3435
FBgn0036628,CG13035,protein_coding,3L:16389953..16393157,1.81E-06,2.29E-06,9.70E-01,9.86E-01,0.0000,0.0645,1.69E-02,3.99E-02,0.9083
FBgn0036629,CG4573,protein_coding,3L:16408392..16410277,2.08E-77,4.86E-77,8.20E-01,9.15E-01,0.0000,0.0507,2.16E-03,6.94E-03,0.5069
FBgn0036638,CG13033,protein_coding,3L:16537667..16538728,2.91E-17,4.30E-17,3.64E-01,6.24E-01,0.0581,0.0000,3.76E-02,7.67E-02,0.8442
FBgn0036639,CG4229,protein_coding,3L:16549923..16551058,3.31E-15,4.79E-15,8.22E-01,9.16E-01,0.0000,0.0027,4.62E-01,5.36E-01,0.9167
FBgn0036640,nxf2,protein_coding,3L:16569959..16573406,1.86E-220,1.21E-219,7.29E-17,1.11E-14,0.0386,0.0046,5.51E-10,5.21E-09,0.0436
FBgn0036641,Smn,protein_coding,3L:16573498..16574647,2.23E-123,6.84E-123,7.87E-02,2.71E-01,0.0301,0.0008,1.52E-01,2.29E-01,0.3126
FBgn0036643,Syx8,protein_coding,3L:16579208..16580157,9.65E-03,1.10E-02,8.46E-02,2.83E-01,0.0868,0.0169,6.94E-02,1.24E-01,0.8881
FBgn0036646,CR18217,pseudogene,3L:16593548..16595795,1.28E-239,9.94E-239,2.60E-01,5.32E-01,0.0034,0.0035,3.91E-02,7.91E-02,0.0855
FBgn0036648,CG4098,protein_coding,3L:16601238..16602447,4.87E-46,9.29E-46,5.58E-01,7.66E-01,0.0000,0.0592,4.85E-03,1.39E-02,0.6651
FBgn0036652,CG13032,protein_coding,3L:16667064..16669364,0.00E+00,0.00E+00,9.20E-05,1.63E-03,0.0064,0.0000,1.39E-02,3.39E-02,0.0219
FBgn0036654,CG9692,protein_coding,3L:16698073..16699528,8.19E-278,9.64E-277,8.25E-03,5.91E-02,0.0071,0.0039,1.04E-04,4.61E-04,0.0417
FBgn0036655,CG13031,protein_coding,3L:16717991..16718414,6.16E-108,1.72E-107,7.44E-01,8.74E-01,0.0000,0.0387,1.59E-03,5.31E-03,0.3744
FBgn0036656,CG13026,protein_coding,3L:16718610..16719269,2.91E-113,8.39E-113,1.24E-01,3.52E-01,0.0269,0.0212,5.42E-03,1.53E-02,0.3264
FBgn0036659,CG9701,protein_coding,3L:16726646..16732464,4.20E-108,1.17E-107,2.72E-04,4.05E-03,0.0590,0.0843,8.58E-18,1.55E-16,0.2185
FBgn0036660,CG13025,protein_coding,3L:16769631..16772836,1.29E-285,1.67E-284,2.94E-03,2.75E-02,0.0079,0.0000,8.40E-02,1.45E-01,0.0418
FBgn0036661,CG9705,protein_coding,3L:16773200..16775519,1.56E-144,5.50E-144,4.66E-04,6.28E-03,0.0378,0.0585,1.31E-18,2.55E-17,0.1449
